"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","ix","time"
0.02761517,0.0767763,0.07391899,0.05587328,0.01759576,0,0.05722256,0.05904098,0.04658775,0.04181794,0.08090664,0.0114724,0.0101581,-0.04598511,0.06134465,0.07781702,0.07388438,0.03045921,0.04432859,0.05591518,0.04800922,0.03774033,0.09269066,0.07922924,0.02839947,0.01300408,0.1173269,0.04240267,0.06415324,20,"1990-08-13"
-0.04879016,-0.02706192,-0.04652002,-0.05023593,0.01791093,0,-0.02170274,-0.02083409,-0.04516427,-0.01061957,-0.08090664,-0.01904819,-0.0146399,0.06979576,-0.05749849,-0.01149438,-0.0796815,-0.02040887,-0.008462674,-0.05742462,-0.07878088,-0.06213178,-0.06947237,-0.03122002,-0.04032805,-0.002614381,-0.06359759,-0.06029223,-0.02284943,21,"1990-08-20"
-0.03738753,0.00486619,-0.007547206,0.0260912,-0.01791093,0,-0.02785695,0.01036279,0.005714301,0.02135312,0,-0.01125715,-0.03514914,0.04939276,0,-0.05556985,0.002894358,0,0.009407407,0.006051456,0.06252036,0,-0.01333353,0.01444814,0.005946499,-0.01811175,-0.002564104,0.01608614,-0.01643054,22,"1990-08-27"
0.001836548,0.02719574,0.1028574,0.01821781,0.05160477,0,0.02785695,0.01398624,0.07278639,0.01814932,0.04233436,0.06155789,0.01085198,-0.0250013,0.02932762,0.09045711,0.02792246,0.03704127,0.01140697,0.01067897,-0.0317487,0,0.03710375,0.006256538,0.06361118,0.0553501,-0.04261296,0.06130053,-0.01031697,23,"1990-09-03"
-0.01278556,0.02538207,0.117783,0.06510774,-0.0062112,0,-0.02565673,0.01418463,0.05543779,0.05651221,0.02739897,0.03636764,-0.02265469,-0.01227009,0.02004075,0.1740717,0.04107041,0.04064731,-0.0123517,0.06004963,-0.01550419,0,0.04390521,-0.03089844,-0.006335818,0.01639381,-0.03377884,0,0.00293686,24,"1990-09-10"
0.07536522,0.07470139,0.2114929,0.03784814,-0.009245058,0,0.05082969,0.0216615,-0.01133615,0.0235305,0.03966526,-0.0482021,0.00374032,-0.01212136,-0.01207258,0.09214618,-0.009273637,-0.008695707,0.0123517,-0.006493529,-0.03030535,0.006042314,-0.01248901,-0.05715841,0.0212774,0.0802723,-0.02112755,-0.03390155,0.04512044,25,"1990-09-17"
0.009832921,0.01394723,0.02739897,-0.04413528,0,0,0,0,-0.03325722,0.003976148,-0.005763705,0.1163135,-0.01751172,0.01212136,-0.03536714,-0.01532597,-0.06693948,-0.04237922,-0.01612173,-0.02240094,-0.02941389,-0.05310983,-0.08331068,-0.03204798,0.03057007,-0.08576682,-0.0252307,0.01869213,-0.01829319,26,"1990-09-24"
0.1466035,0.0608002,0.07410797,-0.02272043,0.06331228,0.1335314,0.06585263,0.04988565,0.03486883,0.02419473,0.05918887,0.10194,0.07649823,0.1026542,0.01949379,0.2202959,0.01449301,0.04237922,0.04916653,0.007942854,0.1232326,0.04706751,0.04846395,-0.005550431,-0.01975915,0.04482543,0.002267575,0.02871011,0.02756683,27,"1990-10-01"
-0.01589137,0.02723315,0.008583744,-0.08604654,-0.06942851,-0.3566749,-0.02082133,-0.07511222,-0.03330998,-0.04781787,-0.04762805,-0.08863607,-0.070695,-0.1502822,-0.04803998,-0.009434032,-0.09464639,-0.0567976,-0.06965142,-0.04521425,-0.07878088,-0.08096906,-0.06944939,0.005550431,-0.04047411,-0.07982227,-0.08483345,-0.06575138,-0.02756683,28,"1990-10-08"
-0.01342302,0.01234584,0.06684002,0.04994636,0.04362062,0,0.05352865,0.04364329,0.004691174,0.09803763,0.00583092,0.04567004,0.006902071,0.03550669,0.01893996,0.1248502,0.03376418,0.08089515,0.02425492,0.02001606,-0.02985296,0.03390155,0.03412191,0.01307208,0.02537134,0.04601624,0.0447836,0.05608947,0.05431902,29,"1990-10-15"
0.008928631,-0.05733093,-0.1048996,0.003288395,-0.02515856,0,-0.04010563,-0.04007822,-0.02323885,-0.05021976,-0.01739174,0.02364176,-0.01428218,-0.04706751,-0.007619084,-0.0314162,-0.020395,-0.008830079,-0.0224099,0.01251973,-0.0145988,-0.005730675,-0.02449102,-0.05841076,-0.08611876,0.04243918,-0.05927661,-0.05608947,-0.04977699,30,"1990-10-22"
0.07204043,0.00588237,-0.09115217,0.01861756,0.00623055,-0.1823216,-0.004901971,-0.01301024,0.02952817,-0.01619469,-0.05043085,0.01932427,-0.02796661,-0.02272825,0.01722531,0.04211149,0.005398124,-0.06178749,0.007414306,-0.02948235,0,-0.02817088,-0.01282069,0.04163497,-0.06097126,0,-0.00410257,-0.01264696,-0.02842375,31,"1990-10-29"
-0.04936372,-0.09557831,-0.117783,-0.03235673,-0.04282,0,0.007361996,-0.0243773,-0.02952817,-0.02772455,-0.08883121,-0.05226843,-0.03018338,-0.03315221,-0.007692346,-0.09237332,-0.01876731,-0.04049136,-0.02298952,-0.05358425,-0.05635294,-0.02197891,-0.003179653,0.01302344,-0.01831553,-0.03966526,0,-0.03873724,0,32,"1990-11-05"
-0.02043204,0.08969594,0.05537747,0.03841532,0.08755589,0,0.004938282,0,-0.006106889,0.0317487,0.03562718,0.01869213,0.008459866,0.04445176,0.001917546,0.07109592,0,-0.01379332,-0.00272356,0.01312929,-0.01360565,0.01092907,-0.01104984,0,-0.01976704,0.0111733,-0.00306592,-0.01372234,-0.01464155,33,"1990-11-12"
-0.01339306,-0.03741444,-0.0349686,0.008135638,-0.04473589,-0.08004271,-0.01960847,-0.03824988,-0.0402739,-0.01996074,-0.0554298,-0.07713573,-0.008459866,-0.05526268,-0.06321807,0,-0.01581061,0.01976349,-0.008126456,-0.02894558,-0.03974033,-0.04301739,-0.01402985,-0.04037246,-0.04011,0.005633818,-0.02319822,-0.01689229,0.01022653,34,"1990-11-19"
-0.02625971,-0.06559728,-0.03045921,-0.02752775,-0.09246523,-0.07410797,0.008531435,0.006644543,-0.04572225,-0.05759749,-0.06177736,-0.09173094,0.009960242,-0.01069529,-0.01431151,-0.1511386,-0.0129872,-0.07310947,-0.04398246,-0.009936207,-0.02564243,0.01058211,-0.02446605,-0.02311214,-0.02364975,-0.06823929,-0.02267224,-0.04102298,0.02829675,35,"1990-11-26"
-0.02558775,0.04049136,0.04430026,0.01333353,0,-0.06899287,-0.001223242,-0.01324523,0.0126495,0.03030535,0.004618946,0.02828471,0.01107208,0.05465841,0.008920666,0.089895,-0.01282069,0.03013411,-0.002578429,0,0,-0.01058211,-0.0105185,0.001759015,0.008382279,0.002642009,0.01176484,0.03601044,-0.0312293,36,"1990-12-03"
-0.0187701,0,-0.08672097,-0.03495245,-0.04184711,0,-0.03010462,0.009917437,0.02000067,-0.04143719,-0.03636764,0,-0.02350696,-0.1064835,-0.01423512,0.04040954,-0.02142489,0.01153859,-0.01279335,-0.01123607,-0.0250013,-0.0104713,-0.00596127,-0.007017573,0.03949011,-0.002642009,-0.01371226,-0.04879016,0,37,"1990-12-10"
0.02935221,0.0194721,0.08672097,0.0130465,0.01098912,0,-0.01763714,0,-0.01147789,0.01113184,0.02715099,-0.004089985,0.004458764,0.05182507,0.001768347,0.04750233,0.03942023,0.009718249,0,-0.01111123,0.01242252,0.0104713,0.00596127,0.01585936,-0.04787239,0,0.03363324,0.04879016,-0.01741699,38,"1990-12-17"
0.01500564,0,-0.01384105,-0.01045078,0.03085799,0.06899287,0.02478003,0.02466493,0.02017359,0.04972344,0.01851905,0.02479466,0.01098364,-0.02105341,0.03237693,-0.04750233,0.03296277,0.01773445,0.03536375,0.03800598,-0.01242252,0.04301739,0.02420693,0.01973158,0.05490229,0.01061018,0.04843811,0.02190484,0.002881846,39,"1990-12-24"
0.01304366,0.01414451,0.07120445,0.02700197,-0.01974676,0,0.00839837,0.06810143,0.0461735,0.01183446,0.01886848,0.01687804,0.03629328,-0.03077166,0.01287966,0.03674954,0.02031214,0.04057352,0.01950416,0.01882749,-0.02439145,0.02785695,0.04382548,0.02754995,0.001765226,0.06329485,0.01811451,-0.005097717,0.03226086,40,"1990-12-31"
-0.07176074,-0.03085799,-0.1016637,-0.08751192,0.02833051,-0.194156,-0.02616083,-0.05783322,-0.07769474,-0.06899287,-0.1039309,-0.2102954,-0.0838396,-0.09622803,-0.05582007,-0.0106384,-0.09518581,-0.07573339,-0.05232231,-0.05683347,-0.0920189,-0.06559728,-0.02839307,-0.04193869,-0.01229164,-0.06861401,-0.06554608,-0.07978192,-0.03514271,41,"1991-01-07"
0.008180005,0.01671348,-0.1455423,0.002449481,-0.05043085,-0.05715841,-0.01745245,-0.00685717,0.01277519,-0.03278982,-0.06239029,0.02797385,-0.04172154,0,-0.03780519,-0.1743534,0.01883295,0.02921337,0.04785602,-0.009622067,-0.05348868,-0.08126296,0.02519818,0.06835532,-0.03262092,0.04614116,0.08838557,0.0221528,-0.01853225,42,"1991-01-14"
-0.1070019,-0.103955,-0.0028777,-0.01218784,-0.05320404,-0.1053605,0.03760725,0.01030347,-0.0861777,-0.06923179,0.01217054,-0.02797385,-0.03429939,-0.07082605,-0.006722714,-0.03063697,0.01019117,-0.007874056,-0.01503788,-0.02965177,-0.1084806,-0.03828219,0.004796172,-0.02081437,-0.02006756,-0.05143217,0.01552138,-0.0605305,0.04182297,43,"1991-01-21"
0,-0.08023743,-0.08533373,-0.04904971,0.02891134,0,-0.05589348,-0.04500197,-0.04108408,-0.0198682,-0.07089582,-0.01709443,-0.03015304,-0.02531781,-0.02807781,-0.1516846,-0.06685658,-0.003913899,-0.04883197,-0.05678945,-0.03670137,-0.06805346,-0.03309995,-0.06699337,-0.06412453,-0.01830116,-0.04905616,-0.06133309,-0.06417026,44,"1991-01-28"
-0.04155973,-0.09147957,-0.05142521,0.05939988,-0.06453852,0,0.02059569,-0.05458819,-0.01869213,-0.06351341,-0.06263557,-0.03987239,-0.05892659,-0.008298803,-0.05235137,-0.0919375,-0.03875999,-0.09139628,-0.04894941,-0.04537872,0.009049836,-0.08004271,-0.03353973,-0.01045306,-0.004647568,0.01566612,-0.009528923,-0.04161488,-0.005509656,45,"1991-02-04"
0.04896717,0.07755823,0.07545841,0.02290413,0.03045921,0.05129329,0.006960585,0.01999014,-0.03039748,0.006172859,-0.01065729,-0.1647965,0.03049268,-0.02449102,0.00620157,0.05200478,-0.01373019,0.01075279,0.03896597,0.002400962,0.009132484,0.0245914,0.03044375,0.03707397,-0.01381449,-0.007863736,0.04526635,-0.004067802,-0.006844654,46,"1991-02-11"
-0.01476042,-0.02052524,-0.01075279,-0.02839697,-0.1027799,0,-0.05327038,-0.006355954,-0.0201548,-0.003091193,0.01423512,-0.008253142,0.01687804,0.04115807,-0.01849051,-0.04181794,0.009132484,-0.02666825,-0.01967277,-0.004796172,-0.03603994,-0.03265596,0.00620157,0.005410293,0.02625633,-0.02322685,-0.00549754,0.03161775,-0.03617273,47,"1991-02-18"
-0.02531781,-0.04415728,0,-0.004857326,0.004662013,0,0.008869238,0.003172927,-0.02777956,0.03135053,-0.04211149,-0.02435844,-0.001700681,-0.07290677,-0.0904406,-0.03025441,0.009216655,-0.06453852,-0.02247286,-0.0375631,0.02690745,-0.02381065,-0.05888493,0.003623192,0.006279455,-0.02767472,0.01102547,-0.004181191,0.006600684,48,"1991-02-25"
-0.005342844,-0.04642184,-0.04445176,0.03075273,0.02364176,0.1718503,-0.01546992,0.006376217,0.0336654,-0.02825934,0.02434903,0.03261159,0.03589575,0.08985633,-0.04232714,0.01333353,-0.03077166,-0.01307208,0.004773279,-0.02278003,0.06575138,0.0278348,0.01328433,-0.009033485,-0.02180772,0.0200508,0.01002794,-0.02064767,-0.0312933,49,"1991-03-04"
0.03249383,0,0.06062462,0.005009403,0.1032362,-0.06062462,-0.0195446,0.0336075,0.03483836,0.03785941,-0.02434903,0,0.1260736,0.07082605,0.02435844,0.1173637,-0.006711435,0.02465203,0.0406891,0.0402122,0.0295588,0.00404041,0.04249501,0.005410293,-0.01529082,0.04929662,-0.04381862,-0.004078864,-0.01275527,50,"1991-03-11"
0.001836548,-0.03842738,-0.1603427,0.01581811,0.005319161,0,0.0129872,-0.01748678,0,-0.05016726,-0.06001801,-0.05639078,-0.01978304,-0.06224231,-0.04813764,-0.1240526,-0.004449396,-0.03273615,-0.01483951,-0.01627943,-0.1222176,-0.02794593,-0.03503786,-0.03727139,-0.02694774,-0.0314162,-0.02644258,-0.04250308,-0.01008836,51,"1991-03-18"
0.009233676,0.009970172,-0.06062462,-0.03877909,0.008032172,0,0.02425698,0.004343112,-0.004878058,-0.01818232,-0.006451635,0,0.01083221,-0.03390155,0.02645657,-0.09531018,0.002222223,-0.02857337,-0.000817996,-0.01260762,-0.04329681,-0.05737711,0.004501133,0.03727139,-0.05461127,-0.03045921,0.0200323,-0.04699277,0.01899994,52,"1991-03-25"
0.0416727,0.03466198,0,0.04133337,0.01353201,-0.1112256,-0.03401315,-0.04364716,0.03339828,-0.02958796,-0.06534206,-0.03337922,0.03732153,-0.117783,-0.04584955,0.01834914,0.008938607,0.01736429,0.000817996,-0.01581954,0.0257525,-0.003710579,-0.03109059,0.00725956,0.03125254,0.04866517,-0.02315893,-0.07180117,-0.04010563,53,"1991-04-01"
-0.0781066,-0.02256506,-0.06739392,0.003202052,-0.06078489,-0.1466035,-0.006451635,-0.05669534,-0.01498155,-0.02020271,0.02439145,-0.02493895,-0.009207226,0.03007746,0.005134799,-0.1164104,-0.01116083,0.0192932,0.009042396,-0.02217386,0,0.02247286,-0.00291121,-0.01805103,0.007241161,0.07350246,0.04577702,0.03765151,-0.007343974,54,"1991-04-08"
0.005381179,0.06928268,0.06087924,0.01291174,0.04189094,0.04652002,0.01403153,0.002957124,0.01876228,0.03785022,-0.03636764,-0.004914015,0.0195379,0.01538492,0.02475696,0.01662088,0.02358335,0.003252035,0.004137366,0.01769958,0.0628009,-0.003780723,0.040035,0.01441466,-0.01443026,-0.03606493,0.009852296,0.01571029,0.01103629,55,"1991-04-15"
-0.05765789,0.01975915,0,-0.01034269,-0.05715841,0,-0.01403153,-0.0472377,-0.04686431,-0.01179955,-0.00297177,0.1419703,0.03594467,0.07232066,0.006618158,0.04280254,-0.04009446,0.02473333,-0.007434978,-0.05641409,0,-0.03339828,0.004548909,0.001816531,0.03202603,0.01095901,-0.009852296,0,0.003705996,56,"1991-04-22"
-0.01181448,0.07121263,-0.002162163,-0.008325376,-0.02985296,0,0.02936589,0.007561473,-0.00240674,0.01775195,0.005952399,-0.04420609,-0.00964121,-0.09531018,0.01068101,0.02658945,0.00767127,-0.00996686,-0.004106782,-0.02602958,-0.01834914,0.003656311,0.01223257,0.06381151,0.02546954,0,0.06642847,0.03343965,0.01245346,57,"1991-04-29"
0.07850586,0.02653956,0.03293382,0.01672065,0.03491627,0.1000835,0.01557317,-0.002842257,0.008449054,-0.002980628,0.002989539,0.002706362,-0.003724399,0.09531018,0.03135908,0.03969987,-0.002197803,0.006633523,0.004106782,-0.005125588,0.03704127,0.03731776,0.004626068,-0.005797118,0.02302481,0.03361661,-0.03545254,-0.01500028,-0.00250313,58,"1991-05-06"
-0.02685927,-0.02176628,-0.05641409,-0.00839527,0.07919704,-0.1466035,0.003368897,-0.02337647,-0.006042314,-0.02061929,-0.1131148,-0.0553501,-0.01161576,-0.05669534,-0.02867091,-0.1034896,-0.01848884,-0.003322262,-0.007380107,-0.01622754,-0.1072455,-0.05905775,-0.006163348,0.001928641,0.01092907,0.002853069,0.02964869,-0.01843937,-0.009950331,59,"1991-05-13"
-0.04828524,-0.07598591,-0.1040939,-0.05504829,-0.1116593,0,-0.002247192,-0.09177512,0.03806476,-0.06490289,-0.005333346,-0.06453852,-0.0109633,-0.0830666,0.02176957,-0.03586591,-0.02448233,-0.03902934,-0.08079657,0.01725055,0.00851069,-0.007142888,-0.03025949,-0.03415892,0.01104984,-0.07960305,-0.02964869,-0.03588902,0.006207345,60,"1991-05-20"
0.03250928,0.05001042,-0.005687219,0.02091097,-0.002453989,0,0.003372684,0.01358255,0.00376176,0.04184711,0.005333346,0.05433435,0.03971928,0.05971923,0.04357682,-0.1246848,0.04297117,0.02584958,0.02441006,0.03118756,-0.00851069,0.05110601,0.02719201,0.03996726,0.01600034,0.0240332,0.0542545,0.02981736,0.01253149,61,"1991-05-27"
0.01931579,-0.009280809,0.03266381,-0.02879219,0,-0.04445176,0.04373539,-0.02947582,-0.008755528,-0.01974676,-0.04189094,-0.005063302,0.01634023,0.08004271,0.01447203,0.03159437,-0.02707258,0.02485629,-0.0319176,-0.03118756,-0.02510592,-0.04754094,-0.02121292,-0.04740224,0.05299253,-0.01342302,-0.04635824,-0.0426605,-0.01253149,62,"1991-06-03"
-0.02451962,0.0352563,0.0137662,0.05205636,0.03491627,0,0.002355714,-0.004966898,0.02906079,0.008415197,0.01550419,0,0.007164539,0.02531781,0,0.0480497,0.01074124,0.03413301,0.001497006,0.01755337,0.1044427,0.02531781,0.05390065,0.02058071,-0.04489532,0.02156418,0.01598208,0,-0.004968954,63,"1991-06-10"
0.02451962,0.04401689,0.1153108,0.02446999,0.01277157,0.09097178,0,0.05081533,0.01550419,0.01418463,-0.00778214,0.01526747,0.02577173,0.01724181,0.02359992,0.03425895,0.01852914,-0.02231852,0.02349483,0.00104221,0,0.02974197,0.03543044,-0.04617625,-0.01612938,0.01925782,-0.02612301,0.01519608,0.007462721,64,"1991-06-17"
0.001774623,0.02275699,-0.03493805,0.02508382,0.01815874,-0.04652002,0.02145494,-0.02742246,-0.06062462,0.002861232,-0.04051187,0,-0.01576609,0.08149303,-0.01186958,0.02442455,-0.02498772,-0.003389834,0.03115517,-0.01243539,0.09622803,-0.007518832,-0.02108756,-0.003603608,-0.01271877,-0.01104984,-0.003357586,-0.02328394,0.01003773,65,"1991-06-24"
-0.04344732,-0.04010563,0,-0.02247286,0.01052641,-0.08701138,-0.01791093,-0.007578984,-0.0325526,-0.01985881,-0.02934196,-0.05730085,-0.007236324,-0.08149303,-0.03193305,-0.1287121,-0.0327206,0,0.01354063,-0.01937847,-0.09622803,-0.03676885,-0.01275934,-0.02135312,0,-0.01634914,0.005602256,-0.06136895,-0.02121103,66,"1991-07-01"
-0.02684725,-0.04092027,0,0.04204824,-0.03125254,-0.04082199,-0.05412951,0.01351372,0.004756252,0.02272825,0.02934196,-0.04033762,-0.01157995,-0.01724181,-0.004276557,-0.08115691,-0.0296697,-0.03817891,-0.01354063,-0.01005034,0,-0.04240918,-0.01103242,0.007067167,-0.003154577,-0.05520455,-0.03640777,-0.005396667,-0.01470615,67,"1991-07-08"
0.0183798,-0.03704127,0.07344791,0.002730377,0.01030937,0,0.0505855,-0.03180184,0.03764865,0.01156082,0.002484473,0.03791923,0,0.04367506,-0.002840911,0.004464293,0.02759501,0.04497011,0.03625045,-0.01783992,-0.04485057,0.006944472,0.01898791,0.02150621,0.01587335,0.00770222,-0.005402498,0.01082262,0.01470615,68,"1991-07-15"
0.01529342,-0.04009446,-0.01148118,-0.04216081,-0.01797224,-0.1133287,-0.01869213,-0.002468121,-0.03047158,0,-0.0269955,-0.04717856,0.001646091,-0.08552217,-0.04031123,0.004484312,-0.06712584,0.03114439,0.01321241,-0.03475253,-0.02597549,-0.04430026,-0.02679435,-0.03033239,0.003205131,0.03407931,0.02620237,-0.03212268,0,69,"1991-07-22"
0.01553094,-0.008695707,-0.03367322,-0.01882561,0.01538492,0.07410797,0.01164158,-0.003281381,0.009650256,-0.01156082,-0.0356756,0.05445132,0.002749521,0.0165293,-0.008141158,-0.05252849,-0.01633866,-0.02773141,-0.008278193,0.008575565,-0.1053605,-0.01980263,-0.001554002,-0.01396183,-0.02379176,0.01342302,-0.007713537,-0.01775504,0.00992564,70,"1991-07-29"
0.01401074,-0.004319661,-0.03896597,-0.002569044,0.04222263,-0.1091993,0.01059457,0.01568336,0.02329964,0.02032,-0.004662013,0.04733137,0.02452743,0.00836825,0.02878883,-0.02318334,0.001908398,0.02072613,0.006617063,0.01348768,-0.007662873,-0.0129872,-0.01234584,0.02990548,-0.01863408,-0.002699057,0.02669791,0.005189425,0,71,"1991-08-05"
